date,time,interval,GS_id,id,fixture_name,continent,country,league_id,league,state,issue_origin,issue_severity,description,venue_id,venue_name
1/24/2021,2:00:00 PM,14:00 - 15:59,33428:27750225,27750225,Sollentuna VK v Hylte/Halmstad,,N/A,34144,Sweden National Cup,VOD,No issue related,No issue related,No issue related,138099,Fyrishov
1/24/2021,2:00:00 PM,14:00 - 15:59,33428:27251895,27251895,Throttur V. v HK,Europe,Iceland,31054,Iceland Mizunodeild KK,Aborted,Internal,Critical,"<p>Lost the whole stream, because LISA app kept closing down</p>",128765,Vogabejarhollin
1/24/2021,3:00:00 PM,14:00 - 15:59,33428:26865030,26865030,Aurispa Alessano v Pineto Volley,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,127920,Palazzetto dello Sport Tricase
1/24/2021,3:00:00 PM,14:00 - 15:59,33428:22180560,22180560,Benfica Women v Porto Volei 2014 Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,129753,Pavilhão da Luz Nº 2
1/24/2021,3:00:00 PM,14:00 - 15:59,33428:27587625,27587625,Bruckl Women v Askö Linz-Steg Women,Europe,Austria,14185,Austria Cup Women,VOD,No issue related,No issue related,No issue related,130507,BG/BRG Urfahr
1/24/2021,3:00:00 PM,14:00 - 15:59,33428:25865025,25865025,Castelo Maia GC v SL Benfica,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129818,Pav. Castelo Maia GC
1/24/2021,3:00:00 PM,14:00 - 15:59,33428:26865000,26865000,Gestioni&Soluzioni Sabaudia v Pallavolo Franco Tigano Palmi,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128206,Palazzetto Dello Sport Antonio Vitaletti
1/24/2021,3:00:00 PM,14:00 - 15:59,33428:20556315,20556315,Oriveden Ponnistus Women v Nurmon Jymy Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,129285,Oriveden liikuntahalli
1/24/2021,3:00:00 PM,14:00 - 15:59,33428:20093070,20093070,OS Belenenses Women v Ginasio Clube Vilacondense Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,130754,Pavilhão Acácio Rosa
1/24/2021,3:00:00 PM,14:00 - 15:59,33428:27050325,27050325,SG Sokol/Post Women v PSVBG Salzburg Women,Europe,Austria,14185,Austria Cup Women,VOD,No issue related,No issue related,No issue related,130598, Posthalle Wien
1/24/2021,3:00:00 PM,14:00 - 15:59,33428:26864985,26864985,Sistemia LCT Aci Castello v Roma Volley Club,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,138671,PalaCatania
1/24/2021,3:00:00 PM,14:00 - 15:59,33428:20990250,20990250,Team Lakkapää v VaLePa,Europe,Finland,3571,Finland Mestaruusliiga,VOD,No issue related,No issue related,No issue related,128960,Santasport Resort
1/24/2021,4:00:00 PM,16:00 - 17:59,33428:20795955,20795955,AS Saint-Raphaël Women v Béziers VB Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,127907,Salle Pierre Clere
1/24/2021,4:00:00 PM,16:00 - 17:59,33428:26865045,26865045,Avimecc Modica v Olimpia SBV Galatina,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,127959,Palarizza Modica
1/24/2021,4:00:00 PM,16:00 - 17:59,33428:26556135,26556135,Fylkir v Þróttur Nes,Europe,Iceland,31054,Iceland Mizunodeild KK,VOD,No issue related,No issue related,No issue related,128778,Fylkishollin
1/24/2021,4:00:00 PM,16:00 - 17:59,33428:26556150,26556150,Hamar v Afturelding,Europe,Iceland,31054,Iceland Mizunodeild KK,VOD,No issue related,No issue related,No issue related,128739,Hveragerdi
1/24/2021,4:00:00 PM,16:00 - 17:59,33428:26865960,26865960,HRK Motta di Livenza v Biscottificio Marini Delta Po Porto Viro,Europe,Italy,39082,Italy Serie A3,VOD,External,Critical,<p>The support team was informed that the router was unplugged by mistake in the venue. There were lost 15 minutes of live stream</p>,128336,Palazzetto dello Sport Grassato Motta di Livenza
1/24/2021,4:00:00 PM,16:00 - 17:59,33428:20093055,20093055,Leixoes SC Women v CD Aves Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,129714,Ilídio Ramos - C.Cong.
1/24/2021,4:00:00 PM,16:00 - 17:59,33428:25864995,25864995,Sporting de Espinho v Esmoriz Ginásio Clube,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129779,Nave Desportiva de Espinho
1/24/2021,4:00:00 PM,16:00 - 17:59,33428:26175870,26175870,VC Viana-Casa Peixoto v Sporting SP,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129792,MUNICIPAL PAVILION SANTA MARIA MAJOR
1/24/2021,5:00:00 PM,16:00 - 17:59,33428:26865990,26865990,Gamma Chimica Brugherio v Tinet Prata di Pordenone,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128154,Palazzetto Paolo VI via Daniele Manin
1/24/2021,5:00:00 PM,16:00 - 17:59,33428:26864970,26864970,Maury's Com Cavi Tuscania v Videx Grottazzolina,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128310,Pala Male di Viterbo
1/24/2021,5:00:00 PM,16:00 - 17:59,33428:26866035,26866035,Sa.Ma. Portomaggiore v Mosca Bruno Bolzano,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,138658,Palasport di Ferrara
1/24/2021,5:00:00 PM,16:00 - 17:59,33428:26865975,26865975,Sol Lucernari Montecchio Maggiore v Montalbano Arena Macerata,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,138723,Palasport Brendola
1/24/2021,5:00:00 PM,16:00 - 17:59,33428:26866020,26866020,UniTrento v Invent San Donà di Piave,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128414,Sanba Polis Trento
1/24/2021,5:00:00 PM,16:00 - 17:59,33428:26866005,26866005,ViViBanca Torino v Gibam Fano,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128427,Palazzetto le Cupole Torino
1/24/2021,6:00:00 PM,18:00 - 19:59,33428:20093100,20093100,Sporting SP Women v SC Braga Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,129766,Pavilhão João Rocha
1/24/2021,6:00:00 PM,18:00 - 19:59,33428:26863215,26863215,UVC Holding Graz v SK Zadruga AICH/DOB,Europe,Austria,29317,Austria Cup,VOD,No issue related,No issue related,No issue related,130741,Raiffeisen Sportpark
1/23/2021,8:30:00 AM,8:00 - 9:59,33428:27545595,27545595,Volyn University ODYUSSh Women v Alanta Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,External,Minor,<p>Stream started 5min due to venue router being disconnected before the match</p>,130949,SZ DUSH #4
1/23/2021,9:00:00 AM,8:00 - 9:59,33428:27545640,27545640,Khimik Yuzhny Women v Galichanka-TNEU GADZ Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
1/23/2021,9:00:00 AM,8:00 - 9:59,33428:27640125,27640125,Oerebro Women v Engelholm Women,,N/A,34147,Sweden National Cup Women,VOD,Internal,Minor,<p>Microphone/Splitter was not working for the reporter camera. Audio issues got solved in the middle of the stream</p>,138099,Fyrishov
1/23/2021,9:00:00 AM,8:00 - 9:59,33428:22891275,22891275,SVK Burevestnik SHVCM v Barkom Lviv,Europe,Ukraine,9565,Ukraine Super Liga,Aborted,External,Critical,<p>Lost the whole stream due to fixture in WCM having incorrect venue assigned to it. GL support got informed about correct venue after the match</p>,130845,"NGO ""Chernihiv College"""
1/23/2021,9:00:00 AM,8:00 - 9:59,33428:22891305,22891305,VC MHP-Vinnytsia - 2 v VK Sertse Podillya,Europe,Ukraine,9565,Ukraine Super Liga,VOD,No issue related,No issue related,No issue related,138879,SK Epitsentr
1/23/2021,9:00:00 AM,8:00 - 9:59,33428:21301485,21301485,VC Poltavchanka Women v University SHVSM Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130806,SC PNPU
1/23/2021,11:30:00 AM,10:00 - 11:59,33428:27640140,27640140,Hylte/Halmstad Women v Sollentuna VK Women,,N/A,34147,Sweden National Cup Women,VOD,No issue related,No issue related,No issue related,138099,Fyrishov
1/23/2021,11:30:00 AM,10:00 - 11:59,33428:27545655,27545655,Regina MEGU OSHVSM Women v Orbita ZNU-ZODUSH Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130949,SZ DUSH #4
1/23/2021,12:00:00 PM,12:00 - 13:59,33428:27509880,27509880,Benfica Women v Ginasio Clube Vilacondense Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,129753,Pavilhão da Luz Nº 2
1/23/2021,12:00:00 PM,12:00 - 13:59,33428:27545670,27545670,SK Prometheus Women v Polesia ZhDU Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
1/23/2021,12:00:00 PM,12:00 - 13:59,33428:22891320,22891320,VC Zhytychi v SC Pribyliv,Europe,Ukraine,9565,Ukraine Super Liga,Completed,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
1/23/2021,12:00:00 PM,12:00 - 13:59,33428:22891290,22891290,VSK MHP Vinnica v Epitsentr-Podolyani Gorodok,Europe,Ukraine,9565,Ukraine Super Liga,VOD,No issue related,No issue related,No issue related,138879,SK Epitsentr
1/23/2021,1:00:00 PM,12:00 - 13:59,33428:22690980,22690980,Boldklubben Marienlyst v ASV Aarhus Elite,Europe,Denmark,3907,Denmark Volleyligaen,VOD,No issue related,No issue related,No issue related,129519,Marienlyst Centret Hal
1/23/2021,1:00:00 PM,12:00 - 13:59,33428:19224750,19224750,Elite Volley Aarhus Women v Brøndby VK Women,Europe,Denmark,5542,Denmark Volleyligaen Women,VOD,No issue related,No issue related,No issue related,129363,Ceres Park Aarhus
1/23/2021,1:00:00 PM,12:00 - 13:59,33428:20556285,20556285,Puijo Wolley Women v Vampula Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,129298,Pohjantien koulu
1/23/2021,1:30:00 PM,12:00 - 13:59,33428:20990145,20990145,Lentopalloseura ETTA Volley v VaLePa,Europe,Finland,3571,Finland Mestaruusliiga,VOD,No issue related,No issue related,No issue related,128895,Oulun urheilutalo
1/23/2021,2:00:00 PM,14:00 - 15:59,33428:19066770,19066770,Fatra Zlin v AERO Odolena Voda,Europe,Czech Republic,3631,UNIQA Extraliga,VOD,No issue related,No issue related,No issue related,129883,Sportovni hala Datart Zlin
1/23/2021,2:00:00 PM,14:00 - 15:59,33428:27207600,27207600,RIG Falköping v Falkenbergs VBK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138047,Frejahallen A
1/23/2021,2:00:00 PM,14:00 - 15:59,33428:21786540,21786540,Volejbal Brno v VK Ostrava,Europe,Czech Republic,3631,UNIQA Extraliga,VOD,Internal,Minor,"<p>Stream started 3min late, since instance required to be reprovisioned</p>",129987,TJ Sokol Brno
1/23/2021,2:30:00 PM,14:00 - 15:59,33428:27640215,27640215,Hylte/Halmstad v Örkelljunga VK,,N/A,34144,Sweden National Cup,Aborted,No issue related,No issue related,No issue related,138099,Fyrishov
1/23/2021,2:30:00 PM,14:00 - 15:59,33428:19224765,19224765,VK Vestsjælland Women v Gentofte Volley Women,Europe,Denmark,5542,Denmark Volleyligaen Women,VOD,No issue related,No issue related,No issue related,129441,Korsor Hallen
1/23/2021,3:00:00 PM,14:00 - 15:59,33428:25864965,25864965,Castelo Maia GC v Sporting SP,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129818,Pav. Castelo Maia GC
1/23/2021,3:00:00 PM,14:00 - 15:59,33428:19066725,19066725,Kladno volejbal cz v VK Dukla Liberec,Europe,Czech Republic,3631,UNIQA Extraliga,VOD,Internal,Critical,"<p><span style=""background-color: rgb(255, 255, 255); color: rgb(23, 43, 77);"">The game was stopped after 2nd set due to a misunderstanding from the operator.</span></p>",129896,Kladenska sportovni hala
1/23/2021,3:00:00 PM,14:00 - 15:59,33428:20556270,20556270,LiigaPloki Women v LP Viesti Salo Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,129259,Pihtipudas-Sali
1/23/2021,3:00:00 PM,14:00 - 15:59,33428:20556255,20556255,LP Kangasala Women v HPK Hämeenlinna Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,129233,Pitkajarven koulu
1/23/2021,3:00:00 PM,14:00 - 15:59,33428:19233240,19233240,Nordenskov UIF v VK Vestsjælland,Europe,Denmark,3907,Denmark Volleyligaen,VOD,No issue related,No issue related,No issue related,129545,Helle Hallen
1/23/2021,3:00:00 PM,14:00 - 15:59,33428:20990160,20990160,Raision Loimu v Savo Volley,Europe,Finland,3571,Finland Mestaruusliiga,VOD,Internal,Critical,<p>Due to human error ( missunderstanding with scoreboard ) stream was stopped after only 2 sets were completed.&nbsp;</p>,128869,Kerttulan liikuntahalli
1/23/2021,3:00:00 PM,14:00 - 15:59,33428:20990175,20990175,Team Lakkapää v AkaaVolley,Europe,Finland,3571,Finland Mestaruusliiga,VOD,Internal,Critical,<p>Due to human error (missunderstanding with scoreboard) match was stopped after only 2 sets were completed.</p>,128960,Santasport Resort
1/23/2021,4:00:00 PM,16:00 - 17:59,33428:19066710,19066710,Beskydy v VK Euro Sitex Pribram,Europe,Czech Republic,3631,UNIQA Extraliga,VOD,No issue related,No issue related,No issue related,129857,ZS Pioniri 400 Frydek-Mistek
1/23/2021,4:00:00 PM,16:00 - 17:59,33428:25864980,25864980,Esmoriz Ginásio Clube v Fonte do Bastardo,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129831,Pav. Esmoriz Ginásio Clube
1/23/2021,4:00:00 PM,16:00 - 17:59,33428:25390005,25390005,Kralovo Pole Brno Women v PVK Olymp Praha Women,Europe,Czech Republic,4282,Extraliga Zeny,VOD,No issue related,No issue related,No issue related,130013,M?stská hala Vodova
1/23/2021,4:00:00 PM,16:00 - 17:59,33428:20783745,20783745,Montpellier UC v Gazelec FC Ajaccio,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,59033,"Palais des Sports ""Jacques Chaban Delmas"""
1/23/2021,4:00:00 PM,16:00 - 17:59,33428:25863675,25863675,Nacional Ginastica v Clube Kairos,Europe,Portugal,3913,Portugal I Divisão,VOD,External,Critical,"<p>The connection to the camera was lost for some minutes. Tried to contact the POC as the camera was unreachable but there was no answer. However, in some minutes we got back connection to the phone and the stream was working again just fine.&nbsp;Scoreboard stopped updating as the feed was dropped on the league’s side</p>",129727,Complexo Municipal de Ginástica da Maia
1/23/2021,4:00:00 PM,16:00 - 17:59,33428:27588045,27588045,Porto Volei 2014 Women v Sporting SP Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,130767,Colégio Efanor
1/23/2021,4:00:00 PM,16:00 - 17:59,33428:25390050,25390050,SK UP Olomouc Women v TJ Mittal Ostrava Women,Europe,Czech Republic,4282,Extraliga Zeny,VOD,No issue related,No issue related,No issue related,130065,Lod?nice SKUP Olomouc
1/23/2021,4:00:00 PM,16:00 - 17:59,33428:25864935,25864935,SL Benfica v Sporting de Espinho,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129753,Pavilhão da Luz Nº 2
1/23/2021,4:00:00 PM,16:00 - 17:59,33428:21956970,21956970,VBC TLC Weiz v SG SVS Sokol,Europe,Austria,3919,Austria League,VOD,No issue related,No issue related,No issue related,132171,ASKÖ Stadion Eggenberg
1/23/2021,4:00:00 PM,16:00 - 17:59,33428:26525865,26525865,VK EPERIA Prešov Women v VK Spa Brusno Women,Europe,Slovakia,16825,Slovakia Extraliga Women,VOD,No issue related,No issue related,No issue related,131885,SH Spojena skola Presov
1/23/2021,4:00:00 PM,16:00 - 17:59,33428:25390065,25390065,VK Prostejov Women v TJ Sokol Frýdek-Místek Women,Europe,Czech Republic,4282,Extraliga Zeny,Aborted,External,Critical,<p>The game could not be streamed because the phone was disconnected from the internet and also it was logged out of TeamViewer. POC took actions to connect the phone but the issue persisted.</p>,130104,Sportcentrum - DDM Prost?jov
1/23/2021,4:00:00 PM,16:00 - 17:59,33428:25390020,25390020,VK TU Liberec Women v Druzstvo ZTJ Sokol Sternberk Women,Europe,Czech Republic,4282,Extraliga Zeny,VOD,External,Critical,<p>The scoreboard did not update the whole game. The fixture did not have matchstate feed. Data project reported that there was no feed in MSV.</p>,130117,Hala VK Dukla Liberec
1/23/2021,4:00:00 PM,16:00 - 17:59,33708:27509025,27509025,Volejbal Brno v VK Ostrava,Europe,Czech Republic,9454,Czech Cup,Aborted,External,Critical,"<p>The support team was informed by the League Manger that the game was going to be stremed by TV production. The POC stated that for the competition """"Czech CUP finals Men"""" they would not send signal.</p>",129987,TJ Sokol Brno
1/23/2021,4:30:00 PM,16:00 - 17:59,33428:27655200,27655200,Calcit Kamnik Women v Ankaran Hrvatini Women,Europe,Slovenia,4471,Slovenia 1A. Dol Women,VOD,No issue related,No issue related,No issue related,129129,Kamnik Sports Hall
1/23/2021,4:30:00 PM,16:00 - 17:59,33428:18921000,18921000,PSVBG Salzburg Women v SG TI Volley Women,Europe,Austria,4204,Austria League Women,VOD,No issue related,No issue related,No issue related,130546,Sportzentrum Rif
1/23/2021,4:30:00 PM,16:00 - 17:59,33428:27637350,27637350,Slavia UK Bratislava Women v UKF Nitra Women,Europe,Slovakia,16825,Slovakia Extraliga Women,VOD,No issue related,No issue related,No issue related,137670,SH Mladost Bratislava
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:27437400,27437400,ACH Volley Ljubljana v Hoce,Europe,Slovenia,4462,Slovenia 1A. Dol,VOD,No issue related,No issue related,No issue related,129116,Tivoli Hall
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:25863660,25863660,Ala Nun'Alvares Gondomar v Vitoria Guimaraes,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,138333,Ala de Nun Alvares de Gondomar
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:20783730,20783730,Chaumont VB 52 v Stade Poitevin Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,58981,Salle Jean Masson
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:20796000,20796000,Florange Terville Women v Volley Club Marcq-en-Barœul Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128050,Gymnase Municipal Florange
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:20795985,20795985,France Avenir 2024 v VBC Chamalières Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128128,Gymnase COSEC Albi
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:20795970,20795970,Istres Women v Asptt Mulhouse Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,137735,Gymnase Paul Cavalloni
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:20783715,20783715,Nantes Rezé v Spacer's Toulouse Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,59059,Gymnase Arthur Dugast (Rezé)
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:27437415,27437415,OK Maribor v Triglav Kranj,Europe,Slovenia,4462,Slovenia 1A. Dol,VOD,No issue related,No issue related,No issue related,138203,Hall Tabor Maribor
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:20800230,20800230,Plessis-Robinson Volley-Ball v France Avenir 2024,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,128674,Espace Omnisports
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:27596700,27596700,Projekt RD SVF Women v Hit UCM Trnava Women,Europe,Slovakia,16825,Slovakia Extraliga Women,VOD,No issue related,No issue related,No issue related,138463,ŠH Olympia
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:27640230,27640230,Sollentuna VK v Habo WK,,N/A,34144,Sweden National Cup,VOD,No issue related,No issue related,No issue related,138099,Fyrishov
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:24498375,24498375,Spartak Myjava v VK MIRAD PU Prešov,Europe,Slovakia,5011,Slovakia Extraliga,VOD,No issue related,No issue related,No issue related,137618,MSH Myjava
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:24498345,24498345,TJ Slávia Svidník v VK OSMOS Prievidza,Europe,Slovakia,5011,Slovakia Extraliga,VOD,Internal,Critical,<p>The fixture was assigned to the wrong venue. 10 minutes were lost while we assigned the correct one.</p>,137605,MSH Svidnik
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:20783760,20783760,Tours VB v AS Cannes,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,59345,Palais des Sports - Sanitas Tours Centre
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:18920970,18920970,VBV Trofaiach WSV Eisenerz Women v TSV Sparkasse Hartberg Women,Europe,Austria,4204,Austria League Women,VOD,No issue related,No issue related,No issue related,130572,Sporthalle Trofaiach
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:23523660,23523660,VC Tirol Women v ATSC Sparkasse Klagenfurt Women,Europe,Austria,4204,Austria League Women,VOD,No issue related,No issue related,No issue related,130650,Landessportheim
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:19066755,19066755,VK Jihostroj Ceske Budejovice v SK Ústí Nad Labem,Europe,Czech Republic,3631,UNIQA Extraliga,VOD,No issue related,No issue related,No issue related,129948,Sportovni hala Stromovka
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:27637365,27637365,VK Nove Mesto Nad Vahom Women v Pezinok Women,Europe,Slovakia,16825,Slovakia Extraliga Women,VOD,External,Critical,<p>The first 10 minutes of the game were lost because the camera disconnected right before the KO</p>,137657,Mestska SH Nove Mesto nad Vahom
1/23/2021,5:00:00 PM,16:00 - 17:59,33428:24498390,24498390,VKP Bratislava v ATC Trencin,Europe,Slovakia,5011,Slovakia Extraliga,VOD,No issue related,No issue related,No issue related,138450,SH Dom športu - Nová hala
1/23/2021,5:30:00 PM,16:00 - 17:59,33428:18921615,18921615,Bisamberg Women v UVC Holding Graz Women,Europe,Austria,4204,Austria League Women,VOD,No issue related,No issue related,No issue related,138411,BG/BRG Korneuburg
1/23/2021,5:30:00 PM,16:00 - 17:59,33428:27456090,27456090,Clube Kairos Women v Castelo Maia GC Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,External,Critical,<p>There were several stream quality issues caused by bad internet connection at the venue.</p>,130702,Pavilhão Kairos
1/23/2021,5:30:00 PM,16:00 - 17:59,33428:27655185,27655185,Nova KBM Branik Maribor Women v MZG Grosuplje Women,Europe,Slovenia,4471,Slovenia 1A. Dol Women,VOD,No issue related,No issue related,No issue related,129181,Hall Lukna Maribor
1/23/2021,6:00:00 PM,18:00 - 19:59,33428:18920985,18920985,Askö Linz-Steg Women v SG Sokol/Post Women,Europe,Austria,4204,Austria League Women,VOD,No issue related,No issue related,No issue related,130507,BG/BRG Urfahr
1/23/2021,6:00:00 PM,18:00 - 19:59,33428:27437445,27437445,Krka Novo Mesto v Panvita Pomgrad,Europe,Slovenia,4462,Slovenia 1A. Dol,VOD,No issue related,No issue related,No issue related,137865,SD Marof
1/23/2021,6:00:00 PM,18:00 - 19:59,33428:25863645,25863645,Leixoes SC v AAS Mamede,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129714,Ilídio Ramos - C.Cong.
1/23/2021,6:00:00 PM,18:00 - 19:59,33428:25390035,25390035,PVK Prerov Precheza Women v SG LD Brno Women,Europe,Czech Republic,4282,Extraliga Zeny,VOD,External,Minor,<p>This was a TV production game and Provider did not send scoreboard for the match.</p>,130039,M?stská Sportovní Hala P?erov
1/23/2021,6:00:00 PM,18:00 - 19:59,33428:22359120,22359120,UVC Holding Graz v SG Union Raiffeisen Waldviertel,Europe,Europe,4339,Middle European League,VOD,No issue related,No issue related,No issue related,130741,Raiffeisen Sportpark
1/23/2021,6:00:00 PM,18:00 - 19:59,33428:18974400,18974400,VBK Wörther-See-Löwen Klagenfurt v TSV Hartberg,Europe,Austria,3919,Austria League,VOD,No issue related,No issue related,No issue related,132184,Sportpark Klagenfurt
1/23/2021,6:00:00 PM,18:00 - 19:59,33428:19066740,19066740,VK Lvi Praha v CEZ Karlovarsko,Europe,Czech Republic,3631,UNIQA Extraliga,VOD,Internal,Critical,<p>Match was manually finished before the actual match end. Match was closed 1.5h earlier.</p>,129961,Sport hall Luziny Bellusova
1/23/2021,7:00:00 PM,18:00 - 19:59,33428:20800275,20800275,Foyer Laïque Saint-Quentin v ASS SP Illacaise,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,128479,Palais des Sports Pierre Ratte
1/23/2021,7:00:00 PM,18:00 - 19:59,33428:22112640,22112640,Volley-Ball Nantes Women v Rocheville Le Cannet Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128245,Gymnasium Mangin Beaulieu
1/23/2021,7:30:00 PM,18:00 - 19:59,33428:20006475,20006475,Avoc Achel v VBC Waremme,Europe,Belgium,4276,Belgium Liga A,VOD,No issue related,No issue related,No issue related,129558,Sportcentrum De Koekoek
1/23/2021,7:30:00 PM,18:00 - 19:59,33428:27437430,27437430,Calcit Kamnik v Salonit Anhovo,Europe,Slovenia,4462,Slovenia 1A. Dol,VOD,External,Critical,"<p>The live stream dropped in middle of the game losing 20 minutes of transmition. The issue was related with internet issues at the venue, this was confirmed by the POC.</p>",129129,Kamnik Sports Hall
1/23/2021,7:30:00 PM,18:00 - 19:59,33428:24917790,24917790,Knack Roeselare v Decospan VT Menen,Europe,Belgium,4276,Belgium Liga A,Completed,External,Critical,<p>The support team tried to contact the POC since it was no possible to hace access to the phone. The troubleshooting was depoyed but it seems to be an internet issue at the venue. The POC answer late but never replied again.</p>,129597,Sporthal Schiervelde
1/23/2021,7:30:00 PM,18:00 - 19:59,33428:20006490,20006490,Volley Haasrode Leuven v VC Greenyard Maaseik,Europe,Belgium,4276,Belgium Liga A,VOD,No issue related,No issue related,No issue related,129649,Sportcomplex Haasrode
1/22/2021,2:00:00 PM,14:00 - 15:59,33428:27489675,27489675,Alanta Women v Regina MEGU OSHVSM Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130949,SZ DUSH #4
1/22/2021,2:00:00 PM,14:00 - 15:59,33428:22891200,22891200,Barkom Lviv v VC Zhytychi,Europe,Ukraine,9565,Ukraine Super Liga,Aborted,No issue related,No issue related,No issue related,130845,"NGO ""Chernihiv College"""
1/22/2021,2:00:00 PM,14:00 - 15:59,33428:27489645,27489645,Polesia ZhDU Women v Khimik Yuzhny Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
1/22/2021,2:00:00 PM,14:00 - 15:59,33428:22891245,22891245,VK Sertse Podillya v VSK MHP Vinnica,Europe,Ukraine,9565,Ukraine Super Liga,VOD,No issue related,No issue related,No issue related,138879,SK Epitsentr
